id,address,occur,death_injury,death,s_injury,l_injury,lot,lat,year
158,서울특별시 성북구 동선동5가(정덕초교 부근),3,3,0,0,3,127.014397168296,37.597520988704,2018
159,서울특별시 영등포구 영등포동8가(마리아성모병원 부근),3,3,0,1,2,126.906145518202,37.527257557991,2018
160,서울특별시 중랑구 신내동(중랑구청사거리 부근),3,3,0,1,2,127.095300831569,37.606816488391,2018
161,서울특별시 중랑구 망우동(면일초교 부근),3,3,0,0,2,127.099047958498,37.591426028689,2018
162,부산광역시 강서구 지사동(녹산초교 부근),3,4,0,1,3,128.836076878446,35.150976665542,2018
163,부산광역시 부산진구 당감동(동원초교 부근),3,5,0,2,2,129.030455870643,35.174327495019,2018
164,부산광역시 부산진구 가야동(가야초교 부근),3,3,0,1,2,129.037015701914,35.154045269275,2018
165,부산광역시 부산진구 부전동(부산광역시립부전도서관 부근),3,3,0,1,2,129.062334306484,35.156276203085,2018
166,부산광역시 해운대구 재송동(더샵센텀파크2단지아파트 부근),3,4,0,1,3,129.122283982821,35.179380441155,2018
167,대구광역시 달서구 상인동(대구월서초교 부근),3,3,0,3,0,128.530969372839,35.821807643709,2018
168,대구광역시 달서구 성당동(본리동우체국 부근),3,3,0,1,2,128.544773527378,35.841225509451,2018
169,대구광역시 서구 내당동(감삼공원 부근),3,3,0,0,3,128.551008786128,35.858950073188,2018
170,인천광역시 서구 석남동(인천석남서초교 부근),3,3,0,1,1,126.670017283372,37.499902571747,2018
171,광주광역시 광산구 장덕동(새골풀어린이공원 부근),3,3,0,1,2,126.813055042957,35.200606468515,2018
172,광주광역시 남구 월산동(광주농성초교 부근),3,3,0,1,2,126.891498939925,35.147879827593,2018
173,광주광역시 북구 용봉동(이화피아노음악학원 부근),3,3,0,1,2,126.89441901073,35.18736655942,2018
174,광주광역시 북구 매곡동(매곡프라자 부근),3,3,0,1,2,126.892321107334,35.192319808513,2018
175,광주광역시 북구 두암동(광주문화초교 부근),3,3,0,1,2,126.932717642806,35.173841342205,2018
176,광주광역시 서구 풍암동(장원한자 부근),4,4,0,0,4,126.865232928358,35.121176515285,2018
177,광주광역시 서구 화정동(화정2동주민센터 부근),3,6,0,2,4,126.881831196454,35.145883208544,2018
178,울산광역시 남구 신정동(신정초교부근),4,4,0,2,2,129.303232352992,35.538683493549,2018
179,울산광역시 남구 야음동(신정현대홈타운2단지아파트 부근),3,4,0,1,3,129.323199185595,35.53059259977,2018
180,울산광역시 동구 전하동(동울산종합시장 부근),3,3,0,2,1,129.425296749746,35.509199542226,2018
181,경기도 고양시 덕양구 화정동(화정중앙공원 부근),3,3,0,0,1,126.832128252518,37.632648151692,2018
182,경기도 광주시 오포읍(광명초교 부근),6,6,0,2,4,127.160880221646,37.359249337588,2018
183,경기도 광주시 경안동(감초당약국 부근),4,6,0,2,4,127.258112152255,37.409892859968,2018
184,경기도 광주시 오포읍(양벌초교 부근),3,3,0,1,2,127.256652111907,37.378660967431,2018
185,경기도 광주시 태전동(광남동 행정복지센터 부근),3,3,0,1,1,127.229329398734,37.388962410088,2018
186,경기도 광주시 오포읍(광명초교 부근),6,6,0,2,4,127.160880221646,37.359249337588,2018
187,경기도 광주시 경안동(감초당약국 부근),4,6,0,2,4,127.258112152255,37.409892859968,2018
188,경기도 광주시 오포읍(양벌초교 부근),3,3,0,1,2,127.256652111907,37.378660967431,2018
189,경기도 광주시 태전동(광남동 행정복지센터 부근),3,3,0,1,1,127.229329398734,37.388962410088,2018
190,경기도 남양주시 진접읍(폴리프라자2입구 부근),5,6,0,0,6,127.1981045317,37.714708799972,2018
191,경기도 남양주시 와부읍(덕소초교 부근),3,7,0,2,4,127.215534631319,37.587311486437,2018
192,경기도 남양주시 오남읍(상일빌딩 부근),3,3,0,1,2,127.210850159908,37.683607663464,2018
193,경기도 남양주시 진접읍(주공2단지아파트 107동 부근),3,3,0,1,2,127.182538285115,37.717254731222,2018
194,경기도 남양주시 화도읍(송라초교앞 부근),3,3,0,0,3,127.301412741606,37.655185388796,2018
195,경기도 부천시 원미동(원미사거리 부근),4,4,0,1,3,126.790911976008,37.49278531729,2018
196,경기도 성남시 수정구 신흥동(숯골사거리 부근),4,4,0,3,1,127.142371847484,37.444390826676,2018
197,경기도 성남시 수정구 태평동(태평초교 부근),3,3,0,1,2,127.132525382641,37.445426773728,2018
198,경기도 성남시 중원구 은행동(상대원시장앞 부근),4,4,0,1,2,127.158186940076,37.436177581931,2018
199,경기도 수원시 권선구 권선동(권선초교 부근),4,4,0,1,3,127.021452649221,37.262355152769,2018
200,경기도 수원시 권선구 세류동(신곡초교 부근),3,3,0,0,3,127.015421325235,37.257875946219,2018
201,경기도 시흥시 장곡동(진말로9번길 부근),3,3,0,1,1,126.784444410682,37.378246811642,2018
202,경기도 안산시 상록구 본오동(반월신협본오지점 부근),3,3,0,2,0,126.866170735092,37.287367477928,2018
203,경기도 안산시 상록구 수암동(수암마트약국 부근),3,3,0,0,3,126.876814948952,37.363193926859,2018
204,경기도 용인시 기흥구 중동(용인동백우체국 부근),3,3,0,0,3,127.155179581074,37.277370770546,2018
205,경기도 의정부시 금오동(금신교차로 부근),3,3,0,2,1,127.057917999817,37.748300509062,2018
206,경기도 의정부시 호원동(Dh빌딩 부근),3,3,0,1,2,127.046530431535,37.713339948181,2018
207,경기도 의정부시 의정부동(가능역 부근),3,3,0,1,1,127.043829797109,37.74854426131,2018
208,경기도 파주시 야당동(한빛휴먼시아6단지아파트정문 부근),4,6,0,4,2,126.751030301508,37.710664554127,2018
209,경기도 하남시 망월동(헤럴드어학원 부근),3,3,0,1,1,127.185559562925,37.569758618566,2018
210,경기도 화성시 향남읍(대통한의원 부근),3,3,1,0,2,126.914889586886,37.126060648381,2018
211,경기도 화성시 병점동(병점2동주민센터 부근),3,3,0,1,2,127.042451451175,37.210727620085,2018
